@relation amazonReview
@attribute "e" numeric
@attribute "t" numeric
@attribute "a" numeric
@attribute "o" numeric
@attribute "i" numeric
@attribute "s" numeric
@attribute "n" numeric
@attribute "r" numeric
@attribute "h" numeric
@attribute "l" numeric
@attribute "d" numeric
@attribute "c" numeric
@attribute "u" numeric
@attribute "m" numeric
@attribute "f" numeric
@attribute "g" numeric
@attribute "y" numeric
@attribute "p" numeric
@attribute "w" numeric
@attribute "b" numeric
@attribute "v" numeric
@attribute "k" numeric
@attribute "x" numeric
@attribute "j" numeric
@attribute "z" numeric
@attribute "q" numeric
@attribute class {Agresti, Ashbacher, Auken, Beauchamp, Blankenship, Brody, Brown, Bukowsky, CFH, Calvinnme, Chachra, Chandler, Chell, Cholette, Comdet, Corn, Cruiser, Cutey, Daneman, Davisson, Dent, Duff, Engineer, Goonan, Grove, Harp, Hayes, Janson, Johnson, Koenig}
@data
95,70,61,74,68,71,53,41,45,29,29,14,28,16,15,18,10,11,24,14,6,16,1,1,0,9,Daneman
101,94,83,96,47,64,54,76,50,44,32,26,30,22,29,15,27,21,13,21,5,17,1,2,2,0,Daneman
100,90,83,82,63,55,66,55,39,32,31,35,21,23,13,29,13,14,27,20,14,9,1,2,0,3,Daneman
169,131,101,95,118,95,83,93,50,70,58,43,36,30,24,23,24,27,43,22,12,29,0,3,2,5,Daneman
156,110,106,125,86,90,69,89,68,49,46,32,39,33,26,24,23,25,23,17,22,32,0,2,4,1,Daneman
115,80,77,75,77,61,72,57,39,29,31,25,26,31,30,14,13,16,11,22,8,3,1,2,1,0,Daneman
150,93,103,108,90,99,57,71,64,67,44,47,42,36,30,18,21,26,20,33,9,24,0,1,2,3,Daneman
138,88,98,99,97,75,99,68,67,42,45,37,32,34,30,31,27,12,19,17,16,9,2,0,4,0,Daneman
113,90,89,121,105,65,75,80,38,41,29,32,45,21,43,30,27,15,13,31,10,18,2,1,4,9,Daneman
129,90,74,79,76,67,92,70,43,38,37,21,39,31,18,15,22,24,18,23,6,7,6,2,4,4,Daneman
115,95,85,78,73,62,65,57,51,43,32,23,40,24,22,10,29,21,8,19,5,9,7,0,3,2,Daneman
141,104,101,67,81,83,53,77,59,58,31,34,41,39,28,21,22,21,22,22,14,10,1,3,1,0,Daneman
112,94,113,96,71,61,81,66,45,52,40,15,50,25,20,30,26,22,20,15,12,13,3,0,0,0,Daneman
144,125,85,74,103,64,75,42,69,53,30,37,30,31,20,32,19,31,24,20,18,14,1,1,0,0,Davisson
183,133,156,99,123,98,97,99,78,66,45,41,57,42,44,26,24,21,19,18,11,13,4,2,4,4,Davisson
130,103,88,55,90,80,66,47,53,42,39,27,30,20,16,27,21,21,27,16,16,14,1,0,0,2,Davisson
172,119,95,122,106,105,89,87,65,59,49,37,25,26,27,26,23,25,37,24,9,12,2,0,1,1,Davisson
177,123,155,82,127,102,87,86,81,73,47,49,39,62,29,40,24,24,20,16,30,11,1,7,7,0,Davisson
163,138,113,95,93,91,84,79,62,71,53,41,35,23,39,14,23,24,14,14,11,7,2,4,1,2,Davisson
119,94,75,64,76,70,41,39,55,52,32,35,40,16,17,14,15,11,19,22,6,19,2,2,3,1,Davisson
184,153,109,119,93,91,68,87,71,68,54,38,48,38,37,24,34,31,34,26,21,19,5,1,0,1,Davisson
164,122,116,110,102,93,114,88,68,60,55,38,41,33,28,21,32,28,21,17,12,22,2,8,6,6,Davisson
171,143,105,128,104,93,102,75,73,53,56,37,40,34,32,41,27,33,19,31,27,18,1,5,1,1,Davisson
139,129,111,106,121,79,97,104,70,51,48,29,41,38,29,35,29,22,22,31,11,26,3,4,0,5,Davisson
164,122,96,91,116,84,81,75,78,47,51,29,51,38,29,29,29,14,28,18,18,18,3,1,0,0,Davisson
117,94,82,74,82,71,53,57,43,48,33,33,35,26,30,21,22,25,22,19,6,12,2,2,2,1,Davisson
158,122,134,88,98,98,75,90,71,56,46,46,46,34,46,25,19,26,31,22,11,13,0,3,2,1,Davisson
157,101,133,88,99,90,91,80,41,44,51,45,32,35,24,30,22,34,13,29,9,13,3,6,0,1,Davisson
104,117,98,90,78,54,72,44,50,58,47,29,31,27,20,23,16,23,20,23,12,10,3,2,1,2,Davisson
129,90,74,99,67,65,64,60,41,51,41,25,43,28,20,54,17,18,14,25,8,16,0,3,0,1,Davisson
113,99,87,65,74,81,72,42,55,40,38,23,32,17,18,24,14,27,13,18,9,10,3,7,0,0,Davisson
166,114,136,91,120,105,96,98,62,54,52,51,55,39,30,30,31,27,14,24,16,35,4,7,3,2,Davisson
162,158,119,105,96,63,72,67,77,63,35,25,44,35,33,29,28,23,40,27,15,17,4,4,2,0,Davisson
178,134,107,108,108,123,98,97,81,48,50,34,46,35,30,28,18,19,18,24,14,15,7,13,6,0,Davisson
129,94,98,81,84,86,71,76,55,51,43,37,31,20,17,23,25,17,35,19,13,8,2,2,1,2,Davisson
148,126,103,129,112,89,90,60,57,67,53,47,42,31,48,28,24,32,19,26,22,36,3,5,1,4,Davisson
92,83,93,88,76,63,54,45,34,40,48,18,32,26,31,30,15,16,18,18,17,10,3,2,2,1,Davisson
159,134,133,108,109,71,105,72,69,59,38,41,44,23,26,29,46,24,27,24,10,33,6,21,0,0,Davisson
128,99,85,88,79,83,60,66,44,42,26,26,41,20,20,13,26,41,15,31,14,15,1,4,1,1,Davisson
131,124,87,92,69,69,52,64,71,44,41,35,38,28,26,33,24,22,16,32,3,12,3,4,1,1,Davisson
133,80,95,54,71,65,68,61,43,39,25,27,14,29,19,29,18,20,14,16,13,9,1,5,1,0,Davisson
129,94,98,81,84,86,71,76,55,51,43,37,31,20,17,23,25,17,35,19,13,8,2,2,1,2,Davisson
147,122,113,84,118,104,98,71,69,82,35,33,45,34,36,26,15,24,26,13,14,14,4,5,6,2,Davisson
133,106,113,103,83,98,79,67,65,53,48,35,37,43,28,35,28,23,18,23,14,7,3,4,0,0,Davisson
141,122,107,72,102,86,50,62,62,70,30,52,41,29,27,34,21,22,18,13,13,17,3,1,2,1,Davisson
152,127,130,89,123,110,104,54,80,57,31,58,45,43,24,53,27,23,17,12,19,25,2,2,1,0,Davisson
89,84,87,63,72,62,53,50,41,36,38,25,26,12,20,27,22,9,20,28,4,9,1,3,2,2,Davisson
192,143,125,107,120,103,100,82,83,60,50,37,34,35,30,31,21,26,29,12,20,23,5,0,0,1,Davisson
154,101,120,93,83,78,94,79,53,50,40,32,34,23,22,34,27,27,18,22,18,9,1,8,3,0,Davisson
132,103,135,77,102,71,100,59,65,52,30,48,29,24,22,26,30,32,24,14,20,11,3,2,0,0,Davisson
112,64,64,57,70,61,51,47,36,47,39,34,24,25,17,13,14,16,12,15,10,22,1,2,0,2,Davisson
97,75,75,75,70,47,69,41,47,37,24,18,21,34,16,38,25,16,22,9,14,6,1,1,0,1,Davisson
104,102,79,79,70,52,50,50,52,37,26,22,30,17,17,27,14,24,15,15,11,7,1,3,6,0,Davisson
111,96,88,76,81,79,55,46,46,47,23,41,59,19,20,17,24,23,10,20,13,9,1,10,9,3,Davisson
152,126,90,112,99,76,65,55,68,43,42,36,23,30,21,29,20,19,33,22,15,31,2,1,0,3,Davisson
95,100,87,75,64,42,60,43,47,34,32,35,27,27,19,25,19,14,19,17,2,14,0,1,1,3,Davisson
106,95,90,57,71,70,51,46,43,59,21,33,29,25,18,22,12,19,15,19,8,8,0,3,2,0,Davisson
141,112,68,79,69,52,73,56,61,38,24,41,52,31,23,21,22,21,18,27,11,14,2,2,2,2,Davisson
120,80,91,74,77,54,61,56,63,35,31,30,22,31,24,12,11,14,24,14,14,12,0,1,0,2,Davisson
146,104,102,87,102,77,90,58,52,53,31,36,34,37,45,20,19,23,26,9,12,17,3,5,0,4,Davisson
120,91,102,71,68,83,83,42,54,43,34,25,29,29,12,37,21,19,18,15,11,8,0,2,1,0,Davisson
103,101,80,74,72,71,56,43,55,43,22,42,40,20,17,14,24,12,8,7,9,6,1,0,0,0,Davisson
112,80,76,77,71,65,64,51,54,32,36,23,28,19,17,21,20,13,19,15,13,7,2,2,1,1,Davisson
142,117,86,89,71,82,57,59,51,41,40,22,33,34,33,18,39,22,12,27,18,6,3,0,0,0,Dent
169,126,89,110,99,96,106,66,49,56,55,39,57,48,32,24,30,20,23,25,13,7,5,1,0,0,Dent
185,126,107,86,86,92,82,66,70,38,41,34,32,31,22,23,25,26,31,18,10,11,10,0,0,1,Dent
135,128,98,104,74,76,69,57,48,34,37,42,39,16,36,15,23,26,19,15,4,9,1,3,1,1,Dent
121,88,65,76,61,61,55,51,36,33,30,29,22,17,18,18,19,27,8,9,21,6,4,0,1,0,Dent
82,62,41,61,42,38,35,39,25,23,19,23,27,9,15,16,15,15,5,8,16,3,2,0,1,0,Dent
102,57,32,50,37,52,45,38,23,24,25,16,26,13,15,11,12,17,14,18,9,9,0,2,1,0,Dent
104,70,56,58,48,68,53,46,32,40,25,27,33,14,14,7,23,16,13,19,14,14,1,0,2,0,Dent
197,133,150,109,122,109,90,100,68,55,51,58,45,51,23,18,34,39,32,43,22,14,2,0,9,6,Dent
175,128,137,99,93,102,95,87,59,63,40,62,42,42,42,24,24,30,24,43,8,10,5,1,5,3,Dent
121,103,82,83,78,67,64,56,46,52,31,26,34,22,16,18,27,28,19,18,11,12,1,0,1,4,Dent
118,107,76,95,53,54,52,54,52,54,27,27,33,22,21,17,42,18,18,18,7,18,0,1,0,1,Dent
98,87,107,74,65,59,76,51,45,55,36,25,23,33,29,25,26,20,14,23,9,18,1,0,7,0,Dent
143,112,69,89,75,69,71,68,49,44,51,27,50,32,11,36,24,22,22,16,15,7,4,0,0,2,Dent
160,128,108,133,88,78,97,70,63,38,47,51,53,33,28,31,23,36,17,30,11,8,2,3,0,0,Dent
110,103,88,81,65,59,58,61,49,41,31,30,35,25,26,15,23,21,24,17,9,8,2,0,2,0,Dent
161,148,113,104,121,82,86,76,67,69,53,48,37,27,25,31,39,22,26,28,18,25,0,1,1,2,Dent
137,93,86,74,65,75,75,84,45,32,25,30,40,16,32,14,26,22,16,17,18,7,4,2,1,4,Dent
113,88,81,58,62,64,43,42,43,41,28,23,23,18,18,24,19,19,10,18,12,7,1,2,2,5,Dent
112,88,72,73,78,53,53,59,48,41,38,35,32,21,16,23,30,23,36,4,4,17,1,2,0,3,Dent
88,88,65,74,69,46,51,57,38,34,22,33,38,14,26,30,26,27,6,9,5,8,0,3,0,2,Dent
91,74,63,65,67,45,46,52,41,42,35,32,28,19,12,17,27,20,30,4,3,16,0,1,0,3,Dent
117,97,78,89,78,96,74,49,53,57,34,27,28,22,15,33,25,16,21,22,8,11,5,2,0,0,Dent
117,97,78,89,78,96,74,49,53,57,34,27,28,22,15,33,25,16,21,22,8,11,5,2,0,0,Dent
179,142,117,107,85,92,79,104,69,62,47,38,35,36,40,27,26,30,22,34,14,8,3,2,0,1,Dent
107,89,67,66,58,54,62,48,48,23,34,17,14,25,16,16,18,15,25,21,8,7,0,0,0,0,Dent
107,89,67,66,58,54,62,48,48,23,34,17,14,25,16,16,18,15,25,21,8,7,0,0,0,0,Dent
114,116,94,64,99,80,65,44,58,30,57,33,35,25,17,12,22,21,20,21,14,6,4,0,1,1,Dent
114,116,94,64,99,80,65,44,58,30,57,33,35,25,17,12,22,21,20,21,14,6,4,0,1,1,Dent
136,99,73,86,74,65,68,56,53,41,39,32,39,26,32,12,23,37,23,17,14,12,6,1,3,2,Dent
114,116,94,64,99,80,65,44,58,30,57,33,35,25,17,12,22,21,20,21,14,6,4,0,1,1,Dent
72,85,68,59,57,54,54,28,27,28,29,19,25,29,10,15,19,20,18,20,6,3,3,2,2,2,Dent
136,109,96,82,88,70,65,58,51,43,32,42,39,38,20,28,47,27,15,18,10,14,2,1,2,1,Dent
72,82,49,63,64,31,41,50,43,29,19,29,26,13,19,30,17,22,13,6,3,9,2,3,0,2,Dent
124,98,99,72,88,67,71,58,42,64,50,25,23,31,26,31,29,16,25,16,14,11,0,3,5,0,Dent
119,95,69,87,60,64,60,54,41,30,26,32,30,25,37,12,18,18,18,30,12,10,0,2,2,1,Dent
173,143,104,93,102,79,87,84,73,56,68,40,35,25,30,33,43,28,21,24,26,9,2,2,3,2,Dent
123,105,87,84,97,94,73,72,53,64,26,32,23,32,11,33,33,20,16,25,12,25,0,1,1,1,Dent
70,62,54,35,42,41,24,29,26,31,23,25,14,9,11,13,19,16,13,9,4,7,5,0,0,0,Dent
90,70,53,62,49,55,42,43,29,32,21,23,27,10,13,18,14,25,8,8,15,3,3,0,0,0,Dent
123,87,64,83,59,58,59,64,42,45,32,14,15,23,24,20,18,20,24,11,8,15,4,0,0,0,Dent
128,89,72,75,54,77,49,47,37,39,34,31,25,20,21,19,19,27,17,18,11,6,2,0,1,1,Dent
140,125,76,99,110,87,89,50,53,54,42,24,31,22,21,21,20,33,24,30,11,11,2,0,2,2,Dent
166,158,126,114,99,111,82,85,77,44,46,48,49,27,31,17,30,35,33,31,15,13,3,0,1,1,Dent
112,96,113,62,68,50,45,71,31,42,42,39,17,22,15,16,22,22,17,18,16,6,2,2,1,2,Dent
121,99,75,53,69,62,49,41,41,37,18,23,12,27,31,16,19,17,22,7,14,9,2,0,4,1,Dent
127,120,81,58,57,66,76,52,46,47,29,25,27,19,14,22,22,19,33,14,7,4,5,0,1,0,Dent
101,85,69,85,58,81,46,48,45,51,30,26,34,35,15,16,17,15,15,15,7,15,1,1,1,1,Dent
172,141,120,90,124,91,83,72,77,66,52,39,40,41,21,19,37,23,33,53,19,17,3,0,1,1,Dent
130,109,103,104,85,66,75,55,45,45,46,32,54,35,24,34,54,19,16,12,16,9,2,2,0,1,Dent
148,118,99,88,114,80,96,72,58,45,43,42,54,45,32,27,17,24,15,22,18,14,2,2,2,0,Duff
183,175,128,149,123,93,105,101,74,61,54,64,69,38,35,34,42,49,24,22,25,11,4,4,1,2,Duff
175,120,120,121,88,84,98,99,78,37,53,40,47,34,35,27,30,38,37,21,10,18,0,2,0,2,Duff
146,128,103,95,100,103,90,69,71,42,50,41,45,25,22,29,28,20,24,17,17,19,0,3,0,1,Duff
183,144,115,135,100,99,101,78,89,68,54,38,36,39,38,41,26,29,40,27,14,20,1,3,1,1,Duff
160,125,114,96,91,66,79,79,70,51,55,50,44,35,35,20,25,26,28,17,27,6,1,1,2,3,Duff
160,131,113,120,130,96,98,78,57,57,67,48,42,47,47,50,36,17,24,23,9,27,1,3,1,3,Duff
142,92,89,93,95,78,77,69,66,60,39,45,31,22,30,15,21,28,26,18,15,16,2,3,0,0,Duff
215,174,126,142,105,103,126,90,80,53,49,57,40,37,50,32,27,33,27,19,11,14,4,7,3,1,Duff
159,139,109,114,107,83,88,75,77,57,71,34,39,46,29,25,38,15,31,40,13,12,2,6,0,3,Duff
178,173,126,128,103,117,99,88,107,50,49,29,46,18,28,50,31,29,43,22,16,9,4,3,0,5,Duff
138,110,97,103,89,66,88,79,58,52,41,43,31,29,24,31,28,23,24,17,11,15,3,3,2,2,Duff
198,170,130,105,120,105,123,103,81,63,51,65,32,30,27,32,20,26,30,25,12,7,2,4,1,0,Duff
209,175,118,119,106,88,105,104,100,50,69,44,44,30,33,37,25,32,28,17,24,11,1,2,0,0,Duff
123,116,81,86,95,74,83,63,55,43,44,32,34,19,25,24,24,21,17,27,7,12,0,1,0,0,Duff
133,106,67,82,62,51,48,68,55,35,30,24,27,21,24,26,18,26,16,17,10,4,3,3,0,0,Duff
151,86,99,94,88,94,85,84,55,50,48,34,38,20,30,22,42,10,23,11,16,8,2,6,3,3,Duff
124,101,90,97,63,67,67,54,60,48,38,23,32,33,17,16,27,24,23,23,18,9,0,2,1,0,Duff
161,133,92,130,95,93,90,81,84,48,38,29,32,22,27,29,27,23,35,18,19,11,2,4,0,0,Duff
182,150,132,110,109,128,120,74,86,57,39,37,42,30,27,25,33,34,28,22,18,11,4,13,0,1,Duff
207,167,143,141,115,111,107,77,95,67,49,48,42,38,30,40,38,30,35,12,20,23,3,1,1,0,Duff
209,151,92,90,103,88,87,80,93,49,58,31,24,34,32,19,22,14,30,17,8,7,7,1,1,1,Duff
105,106,69,89,81,41,69,50,41,28,39,23,24,24,19,22,19,15,28,11,10,12,1,3,3,1,Duff
168,144,107,129,86,90,95,80,77,50,47,37,68,29,32,44,40,17,21,25,19,11,1,0,0,3,Duff
203,156,133,119,122,88,109,99,101,73,65,43,48,38,48,34,36,22,35,25,13,23,4,5,0,2,Duff
164,122,124,93,91,98,92,69,63,56,61,22,35,25,27,25,19,24,23,19,17,12,1,4,0,2,Duff
217,168,137,120,122,101,113,96,78,56,57,44,40,51,38,31,35,25,34,30,15,13,3,4,3,2,Duff
116,100,86,94,67,50,54,65,53,42,44,30,30,19,24,25,18,25,21,15,12,9,2,1,3,1,Duff
136,108,88,89,68,60,70,64,58,48,47,35,32,21,31,32,21,33,17,14,13,8,3,2,0,0,Duff
166,138,116,106,107,80,104,77,71,66,56,34,41,34,35,28,35,18,32,34,9,16,2,2,0,4,Duff
193,175,131,121,118,75,104,67,77,75,53,49,49,40,34,23,32,46,42,33,16,10,4,1,2,0,Duff
123,93,72,85,79,67,71,58,47,44,43,33,25,30,33,26,18,22,18,13,13,2,8,0,3,2,Duff
138,94,96,97,72,54,72,75,50,47,38,35,48,23,21,28,30,37,18,18,19,15,3,1,3,1,Duff
136,121,86,95,90,80,81,68,62,41,53,33,27,32,16,27,24,21,16,15,17,5,12,2,0,0,Duff
108,91,56,64,57,61,48,47,47,23,22,24,30,21,16,13,13,35,21,14,5,17,2,0,6,4,Duff
205,146,105,120,116,105,98,101,77,59,51,36,37,31,38,29,35,27,33,27,21,16,0,2,0,1,Duff
143,113,85,106,82,78,94,56,84,47,40,25,47,26,28,25,29,23,33,18,19,8,1,7,3,2,Duff
182,140,118,135,109,88,106,94,87,62,50,42,42,52,30,32,27,44,33,23,12,13,4,0,0,0,Duff
191,198,140,107,130,88,116,105,84,77,61,42,46,28,36,26,26,30,31,26,14,15,2,1,10,2,Duff
179,158,122,132,131,87,104,90,68,56,61,47,47,65,32,40,31,29,32,30,16,21,5,0,1,1,Duff
206,152,137,114,102,110,106,99,89,77,58,21,40,35,30,36,36,28,28,31,17,17,2,3,2,0,Duff
190,126,116,114,98,88,100,72,85,43,66,46,28,38,27,31,24,15,35,27,17,14,2,3,1,0,Duff
164,162,150,105,131,100,110,93,90,57,49,49,39,42,36,34,24,27,27,27,13,20,1,7,0,0,Duff
218,158,116,128,117,101,115,91,88,70,62,47,32,47,39,41,27,30,32,24,11,22,1,2,0,0,Duff
118,101,62,78,76,49,54,53,37,26,42,26,9,23,23,13,13,22,25,10,16,11,1,0,1,0,Duff
200,142,121,119,113,122,125,91,74,86,58,29,47,56,36,25,26,42,19,19,15,17,1,3,5,1,Duff
198,143,122,145,122,123,92,80,87,74,63,50,54,38,41,26,36,32,26,26,15,19,2,3,2,2,Duff
117,92,82,86,70,48,61,51,72,40,37,24,32,18,15,24,17,20,25,13,12,13,5,0,0,2,Duff
131,109,91,69,74,46,57,64,62,40,34,35,27,43,13,14,13,28,19,18,7,6,2,3,2,2,Duff
87,89,89,67,87,39,59,62,43,44,29,14,30,25,19,23,20,27,14,15,15,12,0,0,1,2,Duff
129,107,81,76,98,50,67,63,51,67,35,22,24,38,18,32,18,25,27,18,14,3,4,0,0,0,Engineer
124,97,130,80,70,81,49,69,75,49,29,64,34,30,16,27,36,37,15,18,20,10,0,2,0,0,Engineer
129,87,126,70,67,75,43,66,71,46,30,61,30,27,17,26,36,31,17,18,16,10,1,2,0,0,Engineer
92,57,91,42,48,52,25,52,41,40,21,34,13,21,13,14,20,12,9,6,17,2,0,2,1,0,Engineer
108,75,90,61,44,34,34,66,53,61,31,52,20,21,16,16,10,25,8,18,10,11,0,1,0,0,Engineer
137,82,97,52,53,55,42,71,77,52,30,61,24,24,13,37,23,26,15,9,5,7,2,0,0,0,Engineer
69,45,77,39,33,43,19,42,35,33,14,31,8,15,11,12,20,10,8,4,13,3,1,0,1,0,Engineer
129,99,95,67,69,76,41,63,80,50,34,54,30,21,21,31,28,23,16,12,7,4,2,0,1,2,Engineer
103,76,96,39,68,65,57,65,53,53,29,49,34,20,11,31,9,14,8,12,7,7,0,2,1,1,Engineer
143,106,115,65,91,105,49,69,58,47,52,55,37,51,35,17,18,21,18,28,13,8,4,2,1,3,Engineer
143,106,115,65,91,105,49,69,58,47,52,55,37,51,35,17,18,21,18,28,13,8,4,2,1,3,Engineer
132,71,107,80,60,77,51,86,56,65,23,54,31,32,22,23,24,25,13,11,13,5,2,1,0,5,Engineer
149,113,139,73,99,115,91,95,63,41,64,78,45,56,27,24,25,34,24,33,13,10,4,4,0,0,Engineer
142,110,117,93,112,80,94,73,49,69,39,42,47,43,29,24,32,19,16,17,15,14,3,1,0,3,Engineer
141,110,117,93,111,80,94,73,49,68,39,42,47,42,29,24,32,19,16,17,15,14,3,1,0,3,Engineer
139,79,114,70,62,62,57,68,63,74,32,57,27,21,15,24,27,25,13,13,9,4,2,0,5,3,Engineer
172,132,121,78,87,83,72,82,54,66,33,58,43,27,23,26,40,26,13,28,14,12,4,5,1,1,Engineer
180,137,119,80,90,83,76,86,55,67,33,60,43,27,24,27,41,27,15,32,13,13,4,4,1,1,Engineer
174,136,140,89,102,92,77,139,62,43,88,77,37,51,25,24,23,33,25,31,13,8,8,0,1,1,Engineer
134,89,110,42,66,73,67,83,37,34,71,46,21,38,25,13,17,16,14,18,11,10,9,1,1,2,Engineer
162,125,130,106,97,87,61,115,53,76,37,59,51,31,39,22,29,52,38,11,40,11,1,2,0,1,Engineer
91,77,49,41,58,43,44,56,35,42,20,28,37,23,18,15,11,9,7,22,5,1,2,0,0,1,Engineer
73,75,42,51,71,47,49,46,39,22,26,18,24,29,16,21,18,12,8,14,7,2,2,1,0,2,Engineer
125,107,83,66,92,83,59,63,55,57,30,43,30,28,29,11,17,19,15,18,9,9,10,1,3,3,Engineer
111,61,72,56,67,60,52,67,51,69,37,56,21,25,17,14,28,21,12,15,9,4,2,1,0,0,Engineer
109,78,102,54,64,61,51,67,50,49,32,57,36,22,18,28,19,13,10,13,13,4,4,1,0,1,Engineer
109,59,71,54,67,58,52,67,50,66,37,55,20,25,17,14,27,21,12,14,9,4,2,1,0,0,Engineer
170,103,125,89,93,74,82,85,66,76,41,68,38,20,23,32,28,35,19,18,17,10,2,1,2,5,Engineer
143,126,107,112,86,73,74,84,38,81,34,56,44,22,20,17,29,48,14,14,28,4,3,1,0,1,Engineer
144,123,118,107,90,84,71,102,45,58,40,50,40,26,38,24,31,37,21,11,39,5,0,0,0,2,Engineer
110,95,92,76,82,63,50,69,43,57,24,38,37,37,21,19,17,15,15,18,9,5,2,2,2,0,Engineer
125,96,135,93,80,52,64,73,62,91,44,59,24,25,21,24,31,36,16,18,9,6,0,3,1,1,Engineer
127,91,119,64,66,58,50,76,68,52,38,50,24,19,20,23,27,24,13,25,11,10,2,1,0,1,Engineer
96,49,69,48,38,41,32,42,45,39,24,31,6,22,15,13,17,14,14,4,8,11,4,0,0,0,Engineer
141,98,147,102,79,58,66,74,69,89,45,61,28,31,22,25,31,36,16,23,11,6,0,3,1,0,Engineer
110,81,82,56,48,53,45,56,55,38,25,51,22,24,15,24,17,17,18,11,11,9,4,1,0,0,Engineer
113,93,85,85,49,62,58,73,53,48,24,45,38,21,14,19,25,25,20,15,9,6,0,1,0,0,Engineer
74,52,43,38,33,41,30,37,39,24,18,25,20,6,8,21,11,21,7,7,7,4,1,0,0,0,Engineer
91,69,43,35,54,79,39,45,36,39,25,19,30,29,21,14,7,11,5,7,7,0,4,1,5,0,Engineer
105,86,107,61,54,70,38,64,61,50,23,54,37,34,21,20,21,9,17,16,7,8,1,2,1,0,Engineer
105,86,107,61,54,70,38,64,61,50,23,54,37,34,21,20,21,9,17,16,7,8,1,2,1,0,Engineer
172,119,160,100,86,99,77,82,81,110,30,107,46,28,28,31,35,42,15,15,10,8,4,2,4,1,Engineer
174,121,161,103,86,100,78,85,80,109,43,93,49,29,28,31,36,42,14,16,11,8,4,2,4,2,Engineer
115,99,91,74,67,63,59,61,60,49,27,60,24,23,19,26,23,22,12,28,6,6,4,2,0,1,Engineer
152,108,73,115,89,98,74,84,55,59,29,38,53,37,28,16,32,21,31,20,14,6,5,2,3,0,Engineer
134,77,112,81,51,70,61,75,58,56,30,57,29,35,28,25,30,23,8,21,6,11,2,2,0,2,Engineer
94,84,66,63,78,73,51,49,31,46,29,45,27,12,11,15,21,17,11,19,14,9,4,2,0,0,Engineer
107,110,94,85,83,80,68,71,35,31,52,35,27,35,34,17,19,23,20,21,11,8,9,1,0,1,Engineer
154,100,107,88,88,82,74,86,79,58,48,55,29,26,24,27,25,32,19,25,13,5,0,1,0,0,Engineer
96,67,92,55,51,52,38,62,49,36,22,34,16,15,19,19,18,19,11,24,8,4,2,1,0,0,Engineer
147,129,108,148,132,74,104,81,67,59,49,54,41,32,37,37,24,37,23,25,17,18,2,0,0,2,Goonan
174,124,122,120,109,118,115,92,65,68,43,30,45,32,21,39,25,42,22,21,22,17,7,1,1,0,Goonan
160,130,108,107,125,93,104,78,62,71,45,38,44,23,21,29,27,34,25,18,21,11,7,1,1,0,Goonan
131,80,72,77,93,55,74,55,41,40,31,28,40,25,22,25,28,24,18,13,16,7,3,0,0,3,Goonan
185,115,121,101,133,76,95,84,60,50,64,49,36,32,34,29,29,16,17,30,22,12,2,2,2,2,Goonan
146,115,90,100,108,90,83,70,65,59,34,24,23,25,36,28,16,30,19,29,14,11,4,1,0,3,Goonan
132,121,103,97,96,77,67,77,64,48,42,35,24,17,34,18,20,28,22,6,25,3,2,0,0,0,Goonan
188,143,117,120,117,85,98,91,83,54,50,38,31,37,35,35,27,45,32,24,14,19,4,1,0,1,Goonan
120,96,101,116,108,70,84,70,41,50,53,26,25,25,22,35,25,25,22,29,9,19,2,3,0,0,Goonan
133,107,90,110,114,74,94,70,69,62,44,27,30,25,30,30,34,29,33,10,10,13,3,5,0,2,Goonan
120,76,77,77,92,76,89,54,34,43,26,34,27,24,23,24,22,19,16,19,13,5,1,5,0,0,Goonan
110,82,75,65,71,51,84,53,47,39,39,21,26,22,15,16,24,21,16,7,15,2,4,2,0,1,Goonan
118,103,93,98,101,80,80,60,49,59,37,28,40,23,16,34,26,27,25,19,12,7,8,0,2,0,Goonan
138,111,87,92,100,79,79,62,49,52,47,39,33,21,30,28,23,26,27,15,11,12,6,1,1,3,Goonan
143,117,73,96,96,82,77,74,62,46,43,27,29,27,27,29,21,21,23,15,10,11,6,1,3,6,Goonan
145,102,92,95,81,87,59,54,56,67,41,23,48,23,18,30,37,27,24,36,20,13,3,3,1,1,Goonan
173,121,107,85,80,98,82,80,67,62,50,35,44,35,19,33,19,36,19,29,11,12,3,3,1,2,Goonan
165,90,87,102,92,63,113,74,53,45,49,36,24,36,20,26,26,21,19,20,20,7,3,3,1,1,Goonan
96,73,73,78,106,64,85,52,35,42,34,27,25,20,20,29,22,23,19,17,11,11,1,2,0,1,Goonan
110,71,69,81,73,57,57,51,44,41,36,29,20,31,27,13,21,23,17,12,15,5,2,0,0,1,Goonan
141,98,90,92,100,95,72,73,50,60,30,37,28,21,25,31,24,26,15,13,18,11,2,0,0,1,Goonan
105,95,85,74,92,62,69,42,53,41,32,22,28,16,29,19,27,23,14,20,5,9,3,3,0,2,Goonan
108,88,81,90,101,44,81,49,46,34,32,27,26,26,27,24,23,24,13,13,8,10,3,2,1,1,Goonan
135,111,81,109,91,63,71,69,57,39,33,35,29,23,40,28,21,39,17,21,10,11,1,0,0,1,Goonan
120,95,85,87,87,66,80,56,45,54,45,30,26,28,23,28,17,17,16,10,12,9,2,0,0,0,Goonan
148,117,87,83,101,71,69,58,58,38,48,35,34,28,25,17,23,31,22,11,30,10,1,0,0,3,Goonan
