@relation amazonReview
@attribute "-" numeric
@attribute ")" numeric
@attribute "(" numeric
@attribute "/" numeric
@attribute "_" numeric
@attribute "*" numeric
@attribute "+" numeric
@attribute "&" numeric
@attribute "%" numeric
@attribute "~" numeric
@attribute "$" numeric
@attribute "]" numeric
@attribute "[" numeric
@attribute "#" numeric
@attribute "\\" numeric
@attribute "=" numeric
@attribute "`" numeric
@attribute "<" numeric
@attribute ">" numeric
@attribute "|" numeric
@attribute class {Agresti, Ashbacher, Auken, Beauchamp, Blankenship, Brody, Brown, Bukowsky, CFH, Calvinnme, Chachra, Chandler, Chell, Cholette, Comdet, Corn, Cruiser, Cutey, Daneman, Davisson, Dent, Duff, Engineer, Goonan, Grove, Harp, Hayes, Janson, Johnson, Koenig}
@data
1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Goonan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Grove
4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
10,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Grove
5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
13,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Grove
7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
9,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
2,3,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,Grove
5,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Grove
6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Grove
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Grove
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
13,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Grove
8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Grove
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grove
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
5,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Harp
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Harp
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Harp
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Harp
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harp
5,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
10,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
16,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
11,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
6,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hayes
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Janson
3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Janson
13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Janson
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,Janson
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,Janson
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Janson
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Janson
4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Janson
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Janson
1,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Janson
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Janson
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Janson
3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Janson
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Janson
4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Janson
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,Janson
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Janson
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Janson
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Janson
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Janson
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Johnson
1,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Johnson
1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Johnson
1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Johnson
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Johnson
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Johnson
4,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,Johnson
0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,Johnson
4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
5,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Johnson
9,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
0,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,Johnson
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Johnson
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Johnson
3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
11,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Koenig
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
5,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Koenig
4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Koenig
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Koenig
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
4,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Koenig
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
8,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Koenig
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
5,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Koenig
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koenig
